track_id,artist_id,album_id,path,duration,mood/theme
3346,517,521,46/3346.mp3,195.0,{'calm'}
3347,517,521,47/3347.mp3,201.8,{'calm'}
3348,517,521,48/3348.mp3,253.3,{'calm'}
3349,517,521,49/3349.mp3,228.4,{'calm'}
3350,517,521,50/3350.mp3,194.7,{'calm'}
4639,87,718,39/4639.mp3,188.0,{'relaxing'}
6253,811,960,53/6253.mp3,271.8,{'relaxing'}
6254,811,960,54/6254.mp3,481.6,{'relaxing'}
6256,811,960,56/6256.mp3,236.5,{'relaxing'}
6257,811,960,57/6257.mp3,207.8,{'relaxing'}
6258,811,960,58/6258.mp3,176.5,{'relaxing'}
6719,937,1020,19/6719.mp3,190.2,{'relaxing'}
6720,937,1020,20/6720.mp3,132.4,{'relaxing'}
6721,937,1020,21/6721.mp3,151.6,{'relaxing'}
6722,937,1020,22/6722.mp3,177.2,{'relaxing'}
6723,937,1020,23/6723.mp3,213.8,{'relaxing'}
6724,937,1020,24/6724.mp3,155.5,{'relaxing'}
6725,937,1020,25/6725.mp3,231.5,{'relaxing'}
6726,937,1020,26/6726.mp3,186.0,{'relaxing'}
6727,937,1020,27/6727.mp3,160.4,{'relaxing'}
6728,937,1020,28/6728.mp3,240.6,{'relaxing'}
6729,937,1020,29/6729.mp3,210.6,{'relaxing'}
6730,937,1020,30/6730.mp3,206.6,{'relaxing'}
6731,937,1020,31/6731.mp3,171.6,{'relaxing'}
6732,937,1020,32/6732.mp3,189.8,{'relaxing'}
7358,937,1110,58/7358.mp3,240.6,{'relaxing'}
7359,937,1110,59/7359.mp3,225.8,{'relaxing'}
7360,937,1110,60/7360.mp3,232.6,{'relaxing'}
7361,937,1110,61/7361.mp3,168.4,{'relaxing'}
7362,937,1110,62/7362.mp3,237.4,{'relaxing'}
7363,937,1110,63/7363.mp3,237.7,{'relaxing'}
7364,937,1110,64/7364.mp3,145.4,{'relaxing'}
7395,1064,1115,95/7395.mp3,109.9,{'love'}
11839,1780,1749,39/11839.mp3,212.2,"{'relaxing', 'calm'}"
11840,1780,1749,40/11840.mp3,178.8,"{'relaxing', 'calm'}"
11841,1780,1749,41/11841.mp3,120.4,"{'relaxing', 'calm'}"
11842,1780,1749,42/11842.mp3,91.9,"{'relaxing', 'calm'}"
11843,1780,1749,43/11843.mp3,97.0,"{'relaxing', 'calm'}"
11844,1780,1749,44/11844.mp3,102.3,"{'relaxing', 'calm'}"
11845,1780,1749,45/11845.mp3,204.9,"{'relaxing', 'calm'}"
12099,1822,1781,99/12099.mp3,273.1,{'energetic'}
12100,1822,1781,00/12100.mp3,198.3,{'energetic'}
12101,1822,1781,01/12101.mp3,237.4,{'energetic'}
12102,1822,1781,02/12102.mp3,202.5,{'energetic'}
14013,2054,2007,13/14013.mp3,263.7,{'relaxing'}
14014,2054,2007,14/14014.mp3,221.4,{'relaxing'}
14015,2054,2007,15/14015.mp3,162.5,{'relaxing'}
14016,2054,2007,16/14016.mp3,245.7,{'relaxing'}
14017,2054,2007,17/14017.mp3,207.4,{'relaxing'}
14018,2054,2007,18/14018.mp3,155.8,{'relaxing'}
14019,2054,2007,19/14019.mp3,154.5,{'relaxing'}
14020,2054,2007,20/14020.mp3,183.1,{'relaxing'}
14021,2054,2007,21/14021.mp3,240.1,{'relaxing'}
14022,2054,2007,22/14022.mp3,299.5,{'relaxing'}
14023,2054,2007,23/14023.mp3,127.8,{'relaxing'}
14024,2054,2007,24/14024.mp3,171.4,{'relaxing'}
14025,2054,2007,25/14025.mp3,126.0,{'relaxing'}
14026,2054,2007,26/14026.mp3,169.7,{'relaxing'}
14027,2054,2007,27/14027.mp3,155.9,{'relaxing'}
14028,2054,2007,28/14028.mp3,151.9,{'relaxing'}
15963,2317,2261,63/15963.mp3,306.6,{'calm'}
15966,2317,2261,66/15966.mp3,336.6,{'calm'}
16039,2323,2275,39/16039.mp3,178.7,"{'inspiring', 'uplifting'}"
16040,2323,2275,40/16040.mp3,185.4,"{'inspiring', 'uplifting'}"
16041,2323,2275,41/16041.mp3,240.0,{'uplifting'}
16658,2455,2368,58/16658.mp3,191.8,"{'inspiring', 'uplifting'}"
16659,2455,2368,59/16659.mp3,321.0,"{'inspiring', 'uplifting'}"
16660,2455,2368,60/16660.mp3,282.7,"{'inspiring', 'uplifting'}"
16661,2455,2368,61/16661.mp3,313.2,{'inspiring'}
16662,2455,2368,62/16662.mp3,188.0,{'uplifting'}
16663,2455,2368,63/16663.mp3,276.4,{'uplifting'}
16664,2455,2368,64/16664.mp3,266.1,"{'inspiring', 'uplifting'}"
16665,2455,2368,65/16665.mp3,320.9,"{'inspiring', 'uplifting'}"
17148,2511,2428,48/17148.mp3,73.5,{'calm'}
17155,2511,2428,55/17155.mp3,130.0,{'calm'}
17156,2511,2428,56/17156.mp3,86.5,{'calm'}
17490,2449,2470,90/17490.mp3,233.7,{'energetic'}
17491,2449,2470,91/17491.mp3,178.7,{'energetic'}
17492,2449,2470,92/17492.mp3,176.5,{'energetic'}
17493,2449,2470,93/17493.mp3,140.1,{'energetic'}
17494,2449,2470,94/17494.mp3,136.4,{'energetic'}
17778,2656,2509,78/17778.mp3,254.9,{'love'}
18229,2741,2572,29/18229.mp3,285.0,{'inspiring'}
18231,2741,2572,31/18231.mp3,265.0,{'relaxing'}
18232,2741,2572,32/18232.mp3,330.4,{'relaxing'}
18233,2741,2572,33/18233.mp3,241.7,{'relaxing'}
18234,2741,2572,34/18234.mp3,320.0,{'relaxing'}
18236,2741,2572,36/18236.mp3,365.0,{'relaxing'}
18243,2741,2572,43/18243.mp3,172.5,{'relaxing'}
21492,3177,3005,92/21492.mp3,80.0,"{'relaxing', 'happy'}"
21494,3177,3005,94/21494.mp3,134.5,"{'relaxing', 'happy'}"
21506,3177,3005,06/21506.mp3,210.1,{'relaxing'}
21509,3177,3005,09/21509.mp3,95.3,{'relaxing'}
22546,1968,3125,46/22546.mp3,163.0,{'sad'}
24017,3581,3316,17/24017.mp3,268.4,{'happy'}
24019,3581,3316,19/24019.mp3,238.0,{'happy'}
24835,2534,3426,35/24835.mp3,73.5,{'calm'}
24837,2534,3426,37/24837.mp3,130.0,{'calm'}
24842,2534,3426,42/24842.mp3,47.5,{'calm'}
25220,3786,3476,20/25220.mp3,75.1,{'happy'}
25225,3786,3476,25/25225.mp3,86.2,{'sad'}
25227,3786,3476,27/25227.mp3,105.0,{'inspiring'}
25237,3786,3479,37/25237.mp3,129.5,{'happy'}
25238,3786,3479,38/25238.mp3,189.5,{'hopeful'}
25240,3786,3479,40/25240.mp3,160.5,{'sad'}
25247,2740,3480,47/25247.mp3,177.7,{'inspiring'}
25251,2740,3480,51/25251.mp3,314.7,"{'motivational', 'uplifting', 'hopeful'}"
25254,2740,3480,54/25254.mp3,212.1,{'inspiring'}
25380,2740,3495,80/25380.mp3,133.9,{'sad'}
25381,2740,3495,81/25381.mp3,151.0,"{'inspiring', 'uplifting'}"
25389,2740,3495,89/25389.mp3,141.2,{'inspiring'}
26321,3933,3603,21/26321.mp3,405.3,{'happy'}
26403,3944,3615,03/26403.mp3,176.5,{'inspiring'}
26405,3944,3615,05/26405.mp3,241.0,{'sad'}
26427,2740,3620,27/26427.mp3,188.9,{'sad'}
26431,2740,3620,31/26431.mp3,108.8,{'inspiring'}
26433,2740,3620,33/26433.mp3,121.0,{'sad'}
26435,2740,3620,35/26435.mp3,207.3,{'inspiring'}
26436,2740,3620,36/26436.mp3,129.6,{'inspiring'}
26439,2740,3620,39/26439.mp3,114.7,{'sad'}
28191,4116,3744,91/28191.mp3,119.7,"{'happy', 'motivational', 'calm'}"
31517,1467,3940,17/31517.mp3,184.9,"{'happy', 'uplifting'}"
33449,4658,4129,49/33449.mp3,167.1,{'relaxing'}
33450,4658,4129,50/33450.mp3,178.9,{'relaxing'}
33451,4658,4129,51/33451.mp3,224.6,{'relaxing'}
33452,4658,4129,52/33452.mp3,171.1,{'relaxing'}
33453,4658,4129,53/33453.mp3,196.4,{'relaxing'}
34008,4729,4177,08/34008.mp3,190.1,{'relaxing'}
34009,4729,4177,09/34009.mp3,172.3,{'relaxing'}
34010,4729,4177,10/34010.mp3,169.2,{'relaxing'}
34015,4729,4177,15/34015.mp3,195.4,{'relaxing'}
34517,2449,4230,17/34517.mp3,213.3,{'energetic'}
34518,2449,4230,18/34518.mp3,304.7,{'energetic'}
34519,2449,4230,19/34519.mp3,276.1,{'energetic'}
34520,2449,4230,20/34520.mp3,222.2,{'energetic'}
35745,939,4372,45/35745.mp3,126.1,{'relaxing'}
35750,939,4372,50/35750.mp3,202.1,{'relaxing'}
36655,5117,4484,55/36655.mp3,228.3,{'uplifting'}
36698,5119,4489,98/36698.mp3,247.5,{'calm'}
36983,4812,4527,83/36983.mp3,95.0,{'calm'}
38767,1780,4755,67/38767.mp3,48.0,"{'relaxing', 'calm'}"
38768,1780,4755,68/38768.mp3,70.6,"{'relaxing', 'calm'}"
38769,1780,4755,69/38769.mp3,66.5,"{'relaxing', 'calm'}"
38770,1780,4755,70/38770.mp3,64.1,"{'relaxing', 'calm'}"
38771,1780,4755,71/38771.mp3,55.7,"{'relaxing', 'calm'}"
38772,1780,4755,72/38772.mp3,58.7,"{'relaxing', 'calm'}"
38773,1780,4755,73/38773.mp3,196.6,"{'relaxing', 'calm'}"
38774,1780,4755,74/38774.mp3,75.1,"{'relaxing', 'calm'}"
38775,1780,4755,75/38775.mp3,63.6,"{'relaxing', 'calm'}"
38776,1780,4755,76/38776.mp3,111.4,"{'relaxing', 'calm'}"
40026,5669,4923,26/40026.mp3,218.4,{'love'}
40027,5669,4923,27/40027.mp3,183.8,{'love'}
40028,5669,4923,28/40028.mp3,261.0,{'love'}
40029,5669,4923,29/40029.mp3,360.4,{'love'}
40148,5634,4939,48/40148.mp3,270.8,{'love'}
40149,5634,4939,49/40149.mp3,260.1,{'love'}
40151,5634,4939,51/40151.mp3,289.6,{'love'}
40152,5634,4939,52/40152.mp3,279.8,{'love'}
40153,5634,4939,53/40153.mp3,311.9,{'love'}
40155,5634,4939,55/40155.mp3,274.7,{'love'}
40156,5634,4939,56/40156.mp3,263.9,{'love'}
40157,5634,4939,57/40157.mp3,274.4,{'love'}
40158,5634,4939,58/40158.mp3,266.8,{'love'}
40159,5634,4939,59/40159.mp3,296.9,{'love'}
40160,5634,4939,60/40160.mp3,275.4,{'love'}
40161,5634,4939,61/40161.mp3,262.8,{'love'}
40162,5634,4939,62/40162.mp3,269.2,{'love'}
40620,3581,5004,20/40620.mp3,290.1,{'energetic'}
40635,4729,5005,35/40635.mp3,141.8,{'relaxing'}
40636,4729,5005,36/40636.mp3,136.5,{'relaxing'}
40637,4729,5005,37/40637.mp3,135.9,{'relaxing'}
40638,4729,5005,38/40638.mp3,152.7,{'relaxing'}
40639,4729,5005,39/40639.mp3,127.2,{'relaxing'}
40640,4729,5005,40/40640.mp3,90.6,{'relaxing'}
41963,5119,5097,63/41963.mp3,52.5,{'calm'}
41966,5119,5097,66/41966.mp3,101.6,{'calm'}
41976,5119,5097,76/41976.mp3,67.2,{'calm'}
44670,6120,5361,70/44670.mp3,265.4,{'energetic'}
44674,6120,5361,74/44674.mp3,406.5,{'sad'}
45570,6272,5464,70/45570.mp3,75.3,{'sad'}
46189,3687,5560,89/46189.mp3,240.8,{'relaxing'}
46190,3687,5560,90/46190.mp3,193.7,{'relaxing'}
46191,3687,5560,91/46191.mp3,213.7,{'relaxing'}
46192,3687,5560,92/46192.mp3,180.4,{'relaxing'}
46193,3687,5560,93/46193.mp3,213.6,{'relaxing'}
46194,3687,5560,94/46194.mp3,240.3,{'relaxing'}
